_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
825497,4153606,2017.0,2017,1968.0,PRIVATE,14,Toronto-Danforth,10 HOGARTH AVE,23,287,2017-11-02,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,S1428,43.6739626249,-79.35545117,316440.365,4836900.03
825498,4155755,2017.0,2017,1970.0,SOCIAL HOUSING,19,Beaches-East York,17 EDGEWOOD AVE,3,30,2017-11-01,69,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,4.0,3.0,S1937,43.670270654300005,-79.31262684810001,319894.407,4836496.722
825499,4153675,2017.0,2017,1959.0,SOCIAL HOUSING,19,Beaches-East York,23 EDGEWOOD AVE,4,24,2017-11-01,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,,S1937,43.670497618,-79.313073089,319858.105,4836522.81
825500,4156523,2017.0,2017,1950.0,PRIVATE,2,Etobicoke Centre,4750 DUNDAS ST W,4,14,2017-11-01,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,2.0,,2.0,,,4.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0229,43.652601481000005,-79.525645179,302689.55199999997,4834490.961
825501,4156289,2017.0,2017,1950.0,PRIVATE,2,Etobicoke Centre,4752 DUNDAS ST W,4,14,2017-11-01,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,2.0,,2.0,,,4.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0229,43.652394933000004,-79.525845839,302688.053,4834472.61
825502,4156225,2017.0,2017,1950.0,PRIVATE,2,Etobicoke Centre,4754 DUNDAS ST W,4,14,2017-11-01,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,2.0,,2.0,,,4.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0229,43.652203577,-79.525983776,302683.101,4834465.154
825503,4153973,2017.0,2017,1976.0,PRIVATE,8,Eglinton-Lawrence,2500 BATHURST ST,10,83,2017-11-01,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,N0832,43.7058074036,-79.426918953,310674.391,4840430.382
825504,4155525,2017.0,2017,1955.0,PRIVATE,3,Etobicoke-Lakeshore,70 FIFTEENTH ST,3,25,2017-11-01,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,4.0,,W0335,43.6020354915,-79.5156367545,303522.018,4828899.402
825505,4155717,2017.0,2017,1975.0,SOCIAL HOUSING,22,Scarborough-Agincourt,3333 FINCH AVE E,6,297,2017-11-01,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,E2225,43.796093308900005,-79.3168137535,319537.83,4850443.82
825506,4155422,2017.0,2017,1955.0,PRIVATE,1,Etobicoke North,75 IRWIN RD,6,53,2017-11-01,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,4.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,,W0131,43.7249788623,-79.5580297876,300109.16,4842559.379
825507,4154523,2017.0,2017,1956.0,PRIVATE,8,Eglinton-Lawrence,20 HOTSPUR RD,3,12,2017-11-01,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,N0823,43.7331587008,-79.4345882213,310034.957,4843456.2639999995
825508,4254270,2017.0,2017,1960.0,PRIVATE,3,Etobicoke-Lakeshore,139 EIGHTH ST,3,47,2017-11-01,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,,W0335,43.601494318,-79.50658095600001,304252.79600000003,4828840.154
825509,4254274,2017.0,2017,1960.0,PRIVATE,3,Etobicoke-Lakeshore,143 EIGHTH ST,4,47,2017-11-01,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0335,43.601842503,-79.506732984,304240.524,4828878.837
825510,4155339,2017.0,2017,1970.0,PRIVATE,2,Etobicoke Centre,10 FONTENAY CRT,6,63,2017-11-01,66,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,W0230,43.681930505,-79.511655476,303844.403,4837776.302
825511,4221322,2017.0,2017,1968.0,PRIVATE,16,Don Valley East,48 GRENOBLE DR,9,109,2017-11-01,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,N1630,43.716768048999995,-79.331308961,318377.163,4841660.179
825512,4154811,2017.0,2017,1968.0,PRIVATE,17,Don Valley North,24 FOREST MANOR RD,10,128,2017-11-01,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,,N1730,43.771058443,-79.344641223,317291.63,4847689.442
825513,4154834,2017.0,2017,1968.0,PRIVATE,17,Don Valley North,20 GODSTONE RD,15,174,2017-11-01,51,Evaluation needs to be conducted in 1 year,20,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,N1727,43.780638469399996,-79.3474983213,317059.92600000004,4848752.364
825514,4154498,2017.0,2017,1958.0,PRIVATE,8,Eglinton-Lawrence,1111 LAWRENCE AVE W,3,15,2017-11-01,64,Evaluation needs to be conducted in 1 year,16,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,,N0826,43.71185691189999,-79.4634512114,307729.784,4841100.462
825515,4155060,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,178 LOCKSLEY AVE,3,24,2017-11-01,55,Evaluation needs to be conducted in 1 year,16,3.0,2.0,2.0,3.0,2.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,N0831,43.7023837133,-79.4491090339,308886.201,4840048.632
825516,4152833,2017.0,2017,1973.0,PRIVATE,24,Scarborough-Guildwood,750 MORNINGSIDE AVE,13,165,2017-11-01,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,E2423,43.788199733999996,-79.195048036,329327.695,4849627.083000001
825517,4154476,2017.0,2017,1968.0,PRIVATE,7,Humber River-Black Creek,1 FOUNTAINHEAD RD,23,370,2017-11-01,67,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0726,43.76160337939999,-79.5015843988,304657.05100000004,4846626.4
825518,4154475,2017.0,2017,1973.0,PRIVATE,7,Humber River-Black Creek,35 FOUNTAINHEAD RD,22,370,2017-11-01,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0726,43.761108533000005,-79.503752985,304482.17,4846572.3889999995
825519,4154474,2017.0,2017,1972.0,PRIVATE,7,Humber River-Black Creek,40 FOUNTAINHEAD RD,22,370,2017-11-01,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0726,43.762581653000005,-79.504256907,304441.6,4846736.049
825520,4155519,2017.0,2017,1958.0,PRIVATE,3,Etobicoke-Lakeshore,50 FOURTH ST,3,11,2017-11-01,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0335,43.5991188211,-79.5012245162,304685.481,4828575.294
825521,4154341,2017.0,2017,1965.0,PRIVATE,5,York South-Weston,1640 LAWRENCE AVE W,9,92,2017-11-01,61,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,W0526,43.7058159732,-79.4929514926,305352.55,4840428.784
825522,4153212,2017.0,2017,1955.0,PRIVATE,11,University-Rosedale,85 LOWTHER AVE,8,44,2017-11-01,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,S1127,43.669735327,-79.40029681,312824.398,4836426.0
825523,4154286,2017.0,2017,1954.0,PRIVATE,5,York South-Weston,150 CULFORD RD,5,110,2017-11-01,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0529,43.705053002,-79.48808484199999,305744.52,4840345.009
825524,4154620,2017.0,2017,1994.0,SOCIAL HOUSING,6,York Centre,15 TORRESDALE AVE,7,61,2017-11-01,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,N0622,43.773480632100004,-79.4511037364,308720.91,4847947.07
825525,4153680,2017.0,2017,1959.0,SOCIAL HOUSING,19,Beaches-East York,136 KINGSTON RD,4,94,2017-11-01,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,5.0,,S1937,43.6707253488,-79.3116255888,319975.034,4836547.4180000005
825526,4153677,2017.0,2017,1960.0,PRIVATE,19,Beaches-East York,158 KINGSTON RD,4,44,2017-11-01,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,2.0,4.0,,4.0,,3.0,3.0,3.0,5.0,4.0,2.0,4.0,,3.0,4.0,,S1937,43.6712621487,-79.3112236755,320007.309,4836607.1280000005
825527,4153676,2017.0,2017,1934.0,PRIVATE,19,Beaches-East York,204 KINGSTON RD,3,15,2017-11-01,65,Evaluation needs to be conducted in 1 year,15,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,4.0,2.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S1937,43.6722400679,-79.3102957191,320081.891,4836715.941000001
825528,4153656,2017.0,2017,1985.0,SOCIAL HOUSING,14,Toronto-Danforth,100 UNITY RD,6,98,2017-11-01,59,Evaluation needs to be conducted in 1 year,20,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,S1432,43.677802998900006,-79.3304925488,318452.018,4837330.443
825529,4153655,2017.0,2017,1983.0,SOCIAL HOUSING,14,Toronto-Danforth,110 UNITY RD,8,174,2017-11-01,56,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,S1432,43.6779324239,-79.3299297782,318497.365,4837344.914
825530,4155538,2017.0,2017,1970.0,PRIVATE,3,Etobicoke-Lakeshore,105 TWENTY FIFTH ST,3,29,2017-11-01,53,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,2.0,,2.0,,3.0,,,2.0,2.0,5.0,2.0,2.0,3.0,,2.0,3.0,,W0334,43.5964677735,-79.5233498233,302899.17,4828280.973
825531,4155776,2017.0,2017,1967.0,PRIVATE,6,York Centre,35 CEDARCROFT BLVD,13,207,2017-11-01,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,N0622,43.7827450557,-79.4483048718,308945.57399999996,4848976.441000001
825532,4153010,2017.0,2017,2010.0,SOCIAL HOUSING,4,Parkdale-High Park,194 DOWLING AVE,4,29,2017-11-01,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S0436,43.6397760709,-79.44001122579999,309624.458,4833093.725
825533,4250590,2017.0,2017,2002.0,SOCIAL HOUSING,14,Toronto-Danforth,1117 DANFORTH AVE,3,26,2017-11-01,58,Evaluation needs to be conducted in 1 year,16,3.0,1.0,4.0,2.0,3.0,2.0,,4.0,,,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,S1431,43.6807944237,-79.33409174260001,318161.157,4837662.183
825534,4221299,2017.0,2017,1950.0,PRIVATE,9,Davenport,1094 COLLEGE ST,3,19,2017-11-01,53,Evaluation needs to be conducted in 1 year,15,2.0,2.0,3.0,3.0,2.0,2.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,,S0934,43.6528825044,-79.4321278569,310259.331,4834550.221
825535,4154661,2017.0,2017,1970.0,PRIVATE,8,Eglinton-Lawrence,595 BROOKDALE AVE,7,47,2017-11-01,53,Evaluation needs to be conducted in 1 year,18,3.0,2.0,3.0,2.0,3.0,3.0,,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,,N0824,43.7242678241,-79.42950883510001,310463.939,4842481.031
825536,4154276,2017.0,2017,1969.0,PRIVATE,7,Humber River-Black Creek,35 DUNCANWOODS DR,7,75,2017-11-01,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,4.0,,2.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,,W0722,43.7506086737,-79.5580653576,300108.373,4845406.643
825537,4154614,2017.0,2017,1950.0,PRIVATE,6,York Centre,1042 SHEPPARD AVE W,4,16,2017-11-01,56,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,,N0624,43.7508224875,-79.46202091970001,307843.201,4845429.41
825538,4154226,2017.0,2017,1967.0,PRIVATE,7,Humber River-Black Creek,2020 SHEPPARD AVE W,15,204,2017-11-01,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,W0729,43.739202145,-79.5181434205,303323.153,4844137.908
825539,4154473,2017.0,2017,1970.0,PRIVATE,7,Humber River-Black Creek,470 SENTINEL RD,22,370,2017-11-01,65,Evaluation needs to be conducted in 1 year,19,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0726,43.762976118100006,-79.502065617,304618.30600000004,4846778.908
825540,4155050,2017.0,2017,1965.0,PRIVATE,8,Eglinton-Lawrence,836 ROSELAWN AVE,3,26,2017-11-01,59,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0831,43.702756083000004,-79.4397938426,309636.983,4840090.505
825541,4153164,2017.0,2017,1968.0,PRIVATE,9,Davenport,323 RUSHOLME RD,20,226,2017-11-01,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S0934,43.658994583,-79.430040338,310404.687,4835239.268999999
825542,4155337,2017.0,2017,1963.0,PRIVATE,2,Etobicoke Centre,1137 ROYAL YORK RD,10,122,2017-11-01,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,4.0,2.0,,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0230,43.6612337924,-79.51514744149999,303562.582,4835476.083000001
825543,4232595,2017.0,2017,1963.0,PRIVATE,2,Etobicoke Centre,1139 ROYAL YORK RD,10,90,2017-11-01,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,4.0,2.0,,3.0,3.0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0230,43.6611103479,-79.5158726377,303504.092,4835462.384
825544,4232598,2017.0,2017,1963.0,PRIVATE,2,Etobicoke Centre,1141 ROYAL YORK RD,10,91,2017-11-01,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,4.0,2.0,,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0230,43.6607734942,-79.5163233393,303467.734,4835424.971
825545,4154756,2017.0,2017,1976.0,PRIVATE,16,Don Valley East,35 WYNFORD HEIGHTS CRES,25,217,2017-11-01,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,N1629,43.7263188872,-79.326226049,318784.766,4842721.124
825546,4154757,2017.0,2017,1973.0,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2017-11-01,73,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,N1629,43.72699020859999,-79.32555199810001,318838.914,4842795.818
825547,4153893,2017.0,2017,1954.0,PRIVATE,12,Toronto-St. Paul's,1603 BATHURST ST,6,73,2017-11-01,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,4.0,3.0,1.0,,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,S1230,43.689065755,-79.419580207,311267.32899999997,4838571.916999999
825548,4154997,2017.0,2017,1930.0,PRIVATE,12,Toronto-St. Paul's,1650 BATHURST ST,3,25,2017-11-01,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,2.0,,3.0,,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,S1224,43.693814525,-79.4231231926,310981.49600000004,4839098.2639999995
825549,4155000,2017.0,2017,1950.0,PRIVATE,12,Toronto-St. Paul's,1652 BATHURST ST,4,39,2017-11-01,67,Evaluation needs to be conducted in 2 years,14,4.0,4.0,3.0,3.0,,3.0,,3.0,,,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,1.0,,S1224,43.6942486943,-79.4234335468,310956.436,4839146.473999999
825550,4154999,2017.0,2017,1950.0,PRIVATE,12,Toronto-St. Paul's,1654 BATHURST ST,5,72,2017-11-01,65,Evaluation needs to be conducted in 1 year,15,4.0,4.0,3.0,3.0,,2.0,,4.0,4.0,,3.0,4.0,4.0,4.0,1.0,3.0,,3.0,3.0,,S1224,43.6945897541,-79.4235472472,310947.238,4839184.355
825551,4154998,2017.0,2017,1941.0,PRIVATE,12,Toronto-St. Paul's,1660 BATHURST ST,3,52,2017-11-01,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,2.0,4.0,3.0,,3.0,3.0,,S1224,43.6950513231,-79.4234851985,310952.196,4839235.6389999995
825552,4154646,2017.0,2017,1968.0,PRIVATE,6,York Centre,4918 BATHURST ST,6,60,2017-11-01,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,N0624,43.7728864941,-79.4432661421,309351.886,4847881.463
825553,4156567,2017.0,2017,1979.0,PRIVATE,13,Toronto Centre,1101 BAY ST,28,265,2017-11-01,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,2.0,4.0,S1321,43.667761355100005,-79.3884160975,313791.06,4836213.3
825554,4154658,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,3253 BATHURST ST,4,22,2017-11-01,55,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,,N0824,43.723707331499995,-79.43032362529999,310398.345,4842418.708000001
825555,4154659,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,3255 BATHURST ST,4,22,2017-11-01,52,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,4.0,,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,N0824,43.7239351487,-79.4303884781,310393.099,4842444.013
825556,4154660,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,3257 BATHURST ST,4,20,2017-11-01,52,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,4.0,,2.0,,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,,N0824,43.7241610224,-79.430453768,310387.818,4842469.102
825557,4153770,2017.0,2017,1957.0,PRIVATE,12,Toronto-St. Paul's,44 BALLIOL ST,4,30,2017-11-01,59,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1233,43.6979650851,-79.3950974704,313240.055,4839561.859
825558,4153762,2017.0,2017,1966.0,PRIVATE,12,Toronto-St. Paul's,45 BALLIOL ST,18,263,2017-11-01,77,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,S1233,43.697360037399996,-79.3949972041,313248.222,4839494.65
825559,4153763,2017.0,2017,1965.0,PRIVATE,12,Toronto-St. Paul's,155 BALLIOL ST,18,286,2017-11-01,74,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,S1233,43.697965104,-79.3921328391,313479.032,4839562.166999999
825560,4153764,2017.0,2017,1968.0,PRIVATE,12,Toronto-St. Paul's,165 BALLIOL ST,4,48,2017-11-01,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,2.0,,3.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,,S1233,43.6980801264,-79.3913521061,313541.95,4839575.028
825561,4153757,2017.0,2017,1957.0,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,2017-11-01,60,Evaluation needs to be conducted in 1 year,16,3.0,2.0,4.0,2.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N1534,43.701182908,-79.3760801591,314772.44,4839921.468
825562,4153138,2017.0,2017,1989.0,SOCIAL HOUSING,10,Spadina-Fort York,24 SHAW ST,9,200,2017-11-01,57,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,2.0,S1027,43.6423363643,-79.4160843491,311554.662,4833379.7069999995
825563,4228923,2017.0,2017,1957.0,PRIVATE,8,Eglinton-Lawrence,200 RIDLEY BLVD,4,90,2017-11-01,61,Evaluation needs to be conducted in 1 year,17,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,4.0,,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,,N0824,43.7382356013,-79.41970552779999,311252.265,4844033.447
825564,4154824,2017.0,2017,1969.0,PRIVATE,17,Don Valley North,1650 SHEPPARD AVE E,15,149,2017-11-01,65,Evaluation needs to be conducted in 1 year,20,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,N1727,43.775121294099996,-79.3490805112,316933.665,4848139.196
825565,4153231,2017.0,2017,1972.0,SOCIAL HOUSING,11,University-Rosedale,138 PEARS AVE,7,96,2017-11-01,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,,3.0,3.0,5.0,3.0,3.0,2.0,,3.0,3.0,3.0,S1127,43.6755554537,-79.3981323279,313033.034,4837080.904
825566,4154470,2017.0,2017,1966.0,PRIVATE,7,Humber River-Black Creek,391 SENTINEL RD,4,44,2017-11-01,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,4.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,W0731,43.760281803199994,-79.4991391395,304853.94,4846479.576
825567,4153681,2017.0,2017,1960.0,PRIVATE,19,Beaches-East York,15 EASTWOOD RD,4,24,2017-11-01,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,,S1937,43.6728164425,-79.3184832171,319421.536,4836778.516
